study_name,community_name,trait_name,environment_name,cor_respdiv,deriv_nss_respdiv,deriv_ss_respdiv,cv,cov,cor,eve,var,total_biomass,composition,environment_values
Leary and Petchey 2009,community-3,intrinsic growth rate,temperature,-0.35060124370500684,1.1433422135783287,0.497154415139569,0.4497677562273621,-4.3970257507782344e-5,-0.6531012264425847,0.5091195330533834,0.00443114801289969,0.07326338419739366,colpidium-tetrahymena,18-20-22
Leary and Petchey 2009,community-30,carrying capacity,temperature,-0.4289477669543608,1.0020513060502625,0,0.3420987765380549,-4.240444337416531e-6,-0.30768397863255903,0.5904999018491631,4.547921083639848e-5,0.00889015838176823,paramecium-tetrahymena,20-22-24
Leary and Petchey 2009,community-30,intrinsic growth rate,temperature,0.9113790196443845,1.0863405299373046,0.1203769117421642,0.3420987765380549,-4.240444337416531e-6,-0.30768397863255903,0.5904999018491631,4.547921083639848e-5,0.00889015838176823,paramecium-tetrahymena,20-22-24
Leary and Petchey 2009,community-31,carrying capacity,temperature,0.9048845938621279,1.1158042472121186,0,0.4021859662854176,3.278735104958346e-4,0.5132568762764028,0.768532843260208,0.00233635651262402,0.06800352112321119,colpidium-loxocephallus,20-22-24
Leary and Petchey 2009,community-31,intrinsic growth rate,temperature,-0.8138561328268642,1.1237168463820946,0.3656298856580846,0.4021859662854176,3.278735104958346e-4,0.5132568762764028,0.768532843260208,0.00233635651262402,0.06800352112321119,colpidium-loxocephallus,20-22-24
Leary and Petchey 2009,community-33,carrying capacity,temperature,-0.29248800464767194,1.1401981007370305,0.027664009103343826,0.5249529777780202,-1.9556359159322163e-5,-0.5060446373884545,0.5121057386776201,0.00225070693200583,0.04479219273990213,colpidium-tetrahymena,20-22-24
Leary and Petchey 2009,community-33,intrinsic growth rate,temperature,-0.5515949903336396,1.1685273376099836,0.2855835684459627,0.5249529777780202,-1.9556359159322163e-5,-0.5060446373884545,0.5121057386776201,0.00225070693200583,0.04479219273990213,colpidium-tetrahymena,20-22-24
Leary and Petchey 2009,community-34,carrying capacity,temperature,0.9573274549349936,1.0270987018677753,0.20663193752543693,0.26457260239531055,-5.075387569473923e-5,-0.4845072876932842,0.853434223333547,2.4849633571636217e-4,0.02291220776386804,loxocephallus-paramecium,20-22-24
Leary and Petchey 2009,community-34,intrinsic growth rate,temperature,0.9983363198456501,1.0625422958576811,0,0.26457260239531055,-5.075387569473923e-5,-0.4845072876932842,0.853434223333547,2.4849633571636217e-4,0.02291220776386804,loxocephallus-paramecium,20-22-24
Leary and Petchey 2009,community-35,carrying capacity,temperature,-0.6717105535849622,1.025315416885786,0.16299361573800483,0.4977077509265653,3.6281540791016406e-5,0.4711963763264254,0.6219136578868564,5.770833168554601e-4,0.02560555052634013,loxocephallus-tetrahymena,20-22-24
Leary and Petchey 2009,community-35,intrinsic growth rate,temperature,0.9335934951532222,1.0951495564724967,0.25132501183091865,0.4977077509265653,3.6281540791016406e-5,0.4711963763264254,0.6219136578868564,5.770833168554601e-4,0.02560555052634013,loxocephallus-tetrahymena,20-22-24
Leary and Petchey 2009,community-36,carrying capacity,temperature,-0.4289477669543608,1.0020513060502625,0,0.43011040865855504,-1.7008089028479645e-6,-0.09858896313609453,0.5473947878641021,9.966353409485492e-5,0.01140557811342962,paramecium-tetrahymena,20-22-24
Leary and Petchey 2009,community-36,intrinsic growth rate,temperature,0.9113790196443845,1.0863405299373046,0.1203769117421642,0.43011040865855504,-1.7008089028479645e-6,-0.09858896313609453,0.5473947878641021,9.966353409485492e-5,0.01140557811342962,paramecium-tetrahymena,20-22-24
Leary and Petchey 2009,community-37,carrying capacity,temperature,0.9968504784901749,1.227504538101974,0,0.32561452964843274,5.914528607572557e-5,0.21388541305528627,0.8413854051350378,7.287772409197064e-4,0.04469153982803937,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-37,intrinsic growth rate,temperature,-0.9923687628197979,1.134765336816492,0.5618929252216899,0.32561452964843274,5.914528607572557e-5,0.21388541305528627,0.8413854051350378,7.287772409197064e-4,0.04469153982803937,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-39,carrying capacity,temperature,0.7243947782633177,1.2549051178311306,0.03262804551155058,0.4556859530901696,-4.3634301876389e-5,-0.6801265337172004,0.5119865205607377,0.00396446271772261,0.06832240342409464,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-39,intrinsic growth rate,temperature,-0.29962905117452704,1.121493337909326,0.2855835684459627,0.4556859530901696,-4.3634301876389e-5,-0.6801265337172004,0.5119865205607377,0.00396446271772261,0.06832240342409464,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-4,carrying capacity,temperature,-0.12811897045647677,1.0337499081276196,0.09247253197731004,0.24809101638750197,4.541969075163437e-6,0.05947388821205272,0.8350859141553203,1.627022744698041e-4,0.02641515226497343,loxocephallus-paramecium,18-20-22
Leary and Petchey 2009,community-4,intrinsic growth rate,temperature,0.967991923669684,1.049786801883474,0,0.24809101638750197,4.541969075163437e-6,0.05947388821205272,0.8350859141553203,1.627022744698041e-4,0.02641515226497343,loxocephallus-paramecium,18-20-22
Leary and Petchey 2009,community-40,carrying capacity,temperature,-0.755196638348469,1.0328798425374344,0.34261314179883906,0.28169388286727015,-4.342696002113907e-5,-0.1761467153811871,0.8161748055334782,6.526907745124113e-4,0.04222194187968859,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-40,intrinsic growth rate,temperature,0.9396706423649462,1.078190340903758,0,0.28169388286727015,-4.342696002113907e-5,-0.1761467153811871,0.8161748055334782,6.526907745124113e-4,0.04222194187968859,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-41,carrying capacity,temperature,0.6674422668096232,1.0299329769484626,0.21579028051416865,0.7684220340705823,7.689230207443958e-5,0.7900533436480542,0.6851444301746499,3.9368094880346574e-4,0.01522469474860894,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-41,intrinsic growth rate,temperature,0.1797022158011788,1.080609345837863,0.49198659120439564,0.7684220340705823,7.689230207443958e-5,0.7900533436480542,0.6851444301746499,3.9368094880346574e-4,0.01522469474860894,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-42,carrying capacity,temperature,-0.9921745438731431,1.003217543681277,0,0.29685654523187066,-9.439725298133316e-6,-0.5086842352807993,0.5554169827288302,9.76264940823214e-5,0.01494653433608016,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-42,intrinsic growth rate,temperature,-0.1676509158654841,1.1184217577359266,0.22493576018137312,0.29685654523187066,-9.439725298133316e-6,-0.5086842352807993,0.5554169827288302,9.76264940823214e-5,0.01494653433608016,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-43,carrying capacity,temperature,0.9968504784901749,1.227504538101974,0,0.3346603630446977,2.295823649882458e-4,0.4939230552255684,0.9481770698531928,9.384079922709012e-4,0.05585382683657378,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-43,intrinsic growth rate,temperature,-0.9923687628197979,1.134765336816492,0.5618929252216899,0.3346603630446977,2.295823649882458e-4,0.4939230552255684,0.9481770698531928,9.384079922709012e-4,0.05585382683657378,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-45,carrying capacity,temperature,0.7243947782633177,1.2549051178311306,0.03262804551155058,0.4578480204717508,-6.905737673805462e-5,-0.5296437400157177,0.5214433497941455,0.00298171805590665,0.0582348777973788,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-45,intrinsic growth rate,temperature,-0.29962905117452704,1.121493337909326,0.2855835684459627,0.4578480204717508,-6.905737673805462e-5,-0.5296437400157177,0.5214433497941455,0.00298171805590665,0.0582348777973788,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-46,carrying capacity,temperature,-0.755196638348469,1.0328798425374344,0.34261314179883906,0.24524020351966017,-8.486316851318891e-5,-0.7311144331800422,0.8007098220391436,2.647876048492137e-4,0.0198783410535726,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-46,intrinsic growth rate,temperature,0.9396706423649462,1.078190340903758,0,0.24524020351966017,-8.486316851318891e-5,-0.7311144331800422,0.8007098220391436,2.647876048492137e-4,0.0198783410535726,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-47,carrying capacity,temperature,0.6674422668096232,1.0299329769484626,0.21579028051416865,0.6840551101367878,6.538407776337324e-5,0.6160525973185629,0.6436596894730238,5.957484375437953e-4,0.01970160835730575,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-47,intrinsic growth rate,temperature,0.1797022158011788,1.080609345837863,0.49198659120439564,0.6840551101367878,6.538407776337324e-5,0.6160525973185629,0.6436596894730238,5.957484375437953e-4,0.01970160835730575,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-48,carrying capacity,temperature,-0.9921745438731431,1.003217543681277,0,0.3526005994765405,4.949722785786536e-6,0.32825855869700116,0.5686551085435094,3.267446498257772e-5,0.00925249224363651,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-48,intrinsic growth rate,temperature,-0.1676509158654841,1.1184217577359266,0.22493576018137312,0.3526005994765405,4.949722785786536e-6,0.32825855869700116,0.5686551085435094,3.267446498257772e-5,0.00925249224363651,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-49,carrying capacity,temperature,0.9968504784901749,1.227504538101974,0,0.34541631010549073,5.98627961989863e-7,9.180937360998756e-4,0.8606087027800502,0.00131359995913711,0.05248758023852554,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-49,intrinsic growth rate,temperature,-0.9923687628197979,1.134765336816492,0.5618929252216899,0.34541631010549073,5.98627961989863e-7,9.180937360998756e-4,0.8606087027800502,0.00131359995913711,0.05248758023852554,colpidium-loxocephallus,22-24-26
Leary and Petchey 2009,community-5,carrying capacity,temperature,-0.45670874274206696,1.0321328013708795,0.10466271548725302,0.3938703163060286,9.478446979083435e-6,0.5429101965403307,0.6546354639013603,1.7163281200606526e-4,0.01752534081909138,loxocephallus-tetrahymena,18-20-22
Leary and Petchey 2009,community-5,intrinsic growth rate,temperature,0.9999587946256329,1.0817106104960903,0,0.3938703163060286,9.478446979083435e-6,0.5429101965403307,0.6546354639013603,1.7163281200606526e-4,0.01752534081909138,loxocephallus-tetrahymena,18-20-22
Leary and Petchey 2009,community-51,carrying capacity,temperature,0.7243947782633177,1.2549051178311306,0.03262804551155058,0.45160379999512706,-1.729147323064078e-4,-0.75379597190482,0.5348251257047474,0.00605473144228375,0.08365438481767426,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-51,intrinsic growth rate,temperature,-0.29962905117452704,1.121493337909326,0.2855835684459627,0.45160379999512706,-1.729147323064078e-4,-0.75379597190482,0.5348251257047474,0.00605473144228375,0.08365438481767426,colpidium-tetrahymena,22-24-26
Leary and Petchey 2009,community-52,carrying capacity,temperature,-0.755196638348469,1.0328798425374344,0.34261314179883906,0.5268039573201008,-4.081396838666464e-5,-0.2367471140290852,0.7021827130287173,5.607299125380421e-4,0.02077470935432569,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-52,intrinsic growth rate,temperature,0.9396706423649462,1.078190340903758,0,0.5268039573201008,-4.081396838666464e-5,-0.2367471140290852,0.7021827130287173,5.607299125380421e-4,0.02077470935432569,loxocephallus-paramecium,22-24-26
Leary and Petchey 2009,community-53,carrying capacity,temperature,0.6674422668096232,1.0299329769484626,0.21579028051416865,0.38805073926499,3.137486562903015e-5,0.5408535846210568,0.6614945409966247,1.5567883023421265e-4,0.01904303659615755,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-53,intrinsic growth rate,temperature,0.1797022158011788,1.080609345837863,0.49198659120439564,0.38805073926499,3.137486562903015e-5,0.5408535846210568,0.6614945409966247,1.5567883023421265e-4,0.01904303659615755,loxocephallus-tetrahymena,22-24-26
Leary and Petchey 2009,community-54,carrying capacity,temperature,-0.9921745438731431,1.003217543681277,0,0.40492249332496416,-2.7982186171571075e-6,-0.10534494688635086,0.5443506871800652,1.5222922025051312e-4,0.01495249413162215,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-54,intrinsic growth rate,temperature,-0.1676509158654841,1.1184217577359266,0.22493576018137312,0.40492249332496416,-2.7982186171571075e-6,-0.10534494688635086,0.5443506871800652,1.5222922025051312e-4,0.01495249413162215,paramecium-tetrahymena,22-24-26
Leary and Petchey 2009,community-6,carrying capacity,temperature,0.9407978328822783,1.0018867107061598,0,0.3684415083852609,-2.2788557143295902e-6,-0.34408592420847744,0.5385523916459978,5.349943095587207e-5,0.00949382155824018,paramecium-tetrahymena,18-20-22
Leary and Petchey 2009,community-6,intrinsic growth rate,temperature,0.965673642828944,1.060417565875989,0,0.3684415083852609,-2.2788557143295902e-6,-0.34408592420847744,0.5385523916459978,5.349943095587207e-5,0.00949382155824018,paramecium-tetrahymena,18-20-22
Leary and Petchey 2009,community-7,carrying capacity,temperature,0.5185490948253073,1.032673591909526,0,0.4800933555531507,2.128680268799416e-4,0.6724504589856695,0.7161255434780798,0.00345205899612937,0.06485399516958017,colpidium-loxocephallus,18-20-22
Leary and Petchey 2009,community-7,intrinsic growth rate,temperature,-0.3590885162159697,1.0855917557319432,0.445852069359382,0.4800933555531507,2.128680268799416e-4,0.6724504589856695,0.7161255434780798,0.00345205899612937,0.06485399516958017,colpidium-loxocephallus,18-20-22
Leary and Petchey 2009,community-9,carrying capacity,temperature,0.5238385871929372,1.0550047464693777,0.021193388960087003,0.4556179721028232,-4.039876887860123e-5,-0.6590533478826395,0.5087883758983268,0.00453318505675971,0.07322605474113249,colpidium-tetrahymena,18-20-22
Leary and Petchey 2009,community-9,intrinsic growth rate,temperature,-0.35060124370500684,1.1433422135783287,0.497154415139569,0.4556179721028232,-4.039876887860123e-5,-0.6590533478826395,0.5087883758983268,0.00453318505675971,0.07322605474113249,colpidium-tetrahymena,18-20-22
